"2","128252758024269825","128887783275126785","12","桾兰餐厅","输入","18869906022","浦阳街道隆泰43号","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f013715a31e0.jpg","7","16/6/2020 10:07:25","23/6/2020 10:07:25","3/7/2020 11:40:31"
"6","131343608040140801","128887783275126785","5","花桥中心小学","输入","13868914226","花桥","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efe99c67d1d2.jpg","15","28/6/2020 13:12:42","13/7/2020 13:12:42","3/7/2020 11:40:31"
"10","131752433612251137","131088865338331137","0","老坛 酸菜牛肉面","输入","18257867581","黄宅    镇府路15号","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efe9c0dad4b1.jpg","4","2/7/2020 12:33:09","6/7/2020 12:33:09","3/7/2020 11:40:31"
"13","131873239516344320","128249823810818048","0","浦江县人民医院","输入","13706893388","浦阳   恒昌大道","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efee43a925dd.jpg","2","3/7/2020 15:54:34","5/7/2020 15:54:34","3/7/2020 11:40:31"
"15","131874627826782209","128249823810818048","0","浙江浦江赛丽尔家纺有限公司","输入","18805798851","开发区  金垒路169号","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efe987a932c3.jpg","7","17/6/2020 21:42:41","24/6/2020 21:42:41","3/7/2020 11:40:31"
"17","132061392176984065","128878511887765505","0","老钵头","输入","15258958778","开发区
","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f0135bb64f8f.jpg","3","18/6/2020 10:04:49","21/6/2020 10:04:49","3/7/2020 11:40:31"
"18","132062717598023681","128878511887765505","0","巴蜀自助火锅","请输入内容","18723738677","开发区  许山路259号","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efe98e73678b.jpg","7","18/6/2020 10:10:05","25/6/2020 10:10:05","3/7/2020 11:40:31"
"19","132065949334425601","128878511887765505","0","美食客快餐店","输入","13606799560","开发区  永在大道898号","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efe97cf92130.jpg","3","18/6/2020 10:22:55","21/6/2020 10:22:55","3/7/2020 11:40:31"
"20","132070992431341569","128878511887765505","0","茗香园","输入","15267417867","仙华    星碧大道6-8号","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://47.114.83.0:9101//mini_app_qrcode/5f0321d983662.jpg","1","18/6/2020 10:42:58","19/6/2020 10:42:58","3/7/2020 11:40:31"
"21","132071298196103168","128878511887765505","0","好食来烤鱼","s1","13575928476","仙华   星碧大道86-8","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://47.114.83.0:9101//mini_app_qrcode/5f031e4408c0f.jpg","5","18/6/2020 10:44:11","23/6/2020 10:44:11","3/7/2020 11:40:31"
"22","132077967495983105","128249823810818048","6","五谷坊","输入","15657953888","浦阳   中山南路47号","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f0135a7d2685.jpg","2","18/6/2020 11:10:41","20/6/2020 11:10:41","3/7/2020 11:40:31"
"23","132078245309906944","128249823810818048","0","客满园","输入","13515899859","仙华   东山路488号","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efe9f805459a.jpg","3","3/7/2020 11:01:20","6/7/2020 11:01:20","3/7/2020 11:40:31"
"24","132078498620702720","128249823810818048","8","浦江兴丰客","刘四2","13566778893","浦阳   中山南路22号","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f02da08f1d01.jpg","1","6/7/2020 16:00:08","7/7/2020 16:00:08","3/7/2020 11:40:31"
"25","132078985965273088","131088865338331137","0","五谷坊","输入","15657953888"," 黄宅   新华路67号","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f0188f4824c8.jpg","3","5/7/2020 16:01:56","8/7/2020 16:01:56","3/7/2020 11:40:31"
"26","132079141901107200","131088865338331137","0","黄宅兴丰客","输入","18957966077","黄宅   新华路73号","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f018945d8abe.jpg","2","5/7/2020 16:03:17","7/7/2020 16:03:17","3/7/2020 11:40:31"
"27","132079366644498432","131088865338331137","0","小食候湘（浦江县芝慧饭店）","输入","15070490965","黄宅  工商路11号","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efe9a13de725.jpg","2","3/7/2020 09:34:42","5/7/2020 09:34:42","3/7/2020 11:40:31"
"28","132179828995592193","131088865338331137","0","浦江县白马弘一老米线","输入","13738916239","白马  浦东东路","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f0294aaac8d7.jpg","15","2/7/2020 19:52:09","17/7/2020 19:52:09","3/7/2020 11:40:31"
"29","132180239987056641","128887783275126785","0","好得火锅","输入","13484093360","浦阳   人民西路29号1967文创园","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f028610692bd.jpg","2","5/7/2020 15:35:09","7/7/2020 15:35:09","3/7/2020 11:40:31"
"30","132180529893154816","128887783275126785","0","胃将军麻辣烫","输入","15058568885","浦阳  文创园G1-1F-7","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efe98ba1fc98.jpg","7","2/7/2020 19:54:22","9/7/2020 19:54:22","3/7/2020 11:40:31"
"31","132180741726478336","128887783275126785","0","一把火烧烤","输入","15205792027","浦阳    文创园","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efe99e94a640.jpg","15","28/6/2020 13:06:37","13/7/2020 13:06:37","3/7/2020 11:40:31"
"32","135073468470267904","128249823810818048","0","浦江盛宴大酒店","输入","18767918150","仙华   街道","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f0069e3a9255.jpg","7","3/7/2020 07:57:27","10/7/2020 07:57:27","3/7/2020 11:40:31"
"33","135073805570674688","128249823810818048","0","品记堡","输入","18906792727","浦阳   江滨东路1区1号","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efe9c668d24b.jpg","15","2/7/2020 16:49:36","17/7/2020 16:49:36","3/7/2020 11:40:31"
"34","135075126189236224","128249823810818048","0","浦江县新浦江饭店","输入","15258950459","浦阳  中山北路30号","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efe99122b594.jpg","2","26/6/2020 17:40:19","28/6/2020 17:40:19","3/7/2020 11:40:31"
"35","136047274475130880","131090822316695553","18","鱼环饺子馆","输入","13586981057","仙华  金垒大道425号","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f0289863c82f.jpg","15","3/7/2020 10:41:57","18/7/2020 10:41:57","3/7/2020 11:40:31"
"36","136049688116731905","128249823810818048","0","思缘饭店","输入","13116895804","浦南   蒋塘路263号","0","http://47.114.83.0:9101/images/5f0321c0e2b362020_07_065f0321c0e2b3d.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efeeb4c613df.jpg","7","3/7/2020 09:11:16","10/7/2020 09:11:16","3/7/2020 11:40:31"
"37","136051685465264128","128887783275126785","0","米兰酒店","输入","15058573670","浦阳  江滨中路18号","0","http://120.55.56.103:9101/images/5ef9548c3399b2020_06_295ef9548c339ab.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efe994563cbb.jpg","7","29/6/2020 10:20:49","6/7/2020 10:20:49","3/7/2020 11:40:31"
"38","136057334311952384","128249823810818048","0","祥子小吃（浦江县陈二饭店）","输入","13566950969","仙华   班班大道99-59号","0","http://120.55.56.103:9101/images/5ef955c40b07f2020_06_295ef955c40b08c.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efe996344b0c.jpg","15","29/6/2020 10:43:16","14/7/2020 10:43:16","3/7/2020 11:40:31"
"39","136057610259410945","128249823810818048","0","第1家大鸡排","输入","13484099946","浦阳   中山南路16号","0","http://120.55.56.103:9101/images/5ef95603bb64b2020_06_295ef95603bb658.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efe9ccef0be8.jpg","15","2/7/2020 16:51:42","17/7/2020 16:51:42","1/7/2020 11:42:12"
"40","136405559761965056","128878511887765505","0","自选大食堂","输入","15157910508","仙华   前方大道168-95","0","http://120.55.56.103:9101/images/5efd4523751002020_07_025efd45237510b.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efe9c30d5252.jpg","10","30/6/2020 09:46:59","10/7/2020 09:46:59","1/7/2020 11:42:12"
"41","137514544858664961","128249823810818048","0","浦江县郞玛针织有限公司","输入","13906791712","开发区  金垒号大道133号","0","http://120.55.56.103:9101/images/5efea264c272f2020_07_035efea264c273b.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efea4efb5cad.jpg","7","3/7/2020 11:13:42","10/7/2020 11:13:42","1/7/2020 11:42:12"
"42","137515023667830785","128878511887765505","0","浦江县水晶产业园区管理委员会  东部","输入","123","郑宅  东部水晶园区","0","http://120.55.56.103:9101/images/5efea2ca1c5502020_07_035efea2ca1c55c.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efea5178f3d1.jpg","7","3/7/2020 11:15:36","10/7/2020 11:15:36","1/7/2020 11:42:12"
"43","137516143970623488","128878511887765505","0","浦江县水晶产业园区管理委员会中部","输入","123","郑宅  中部水晶园区","0","http://120.55.56.103:9101/images/5efea3d9cda642020_07_035efea3d9cda6f.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efea504ee420.jpg","7","3/7/2020 11:20:03","10/7/2020 11:20:03","1/7/2020 11:42:12"
"44","137517029740519424","128249823810818048","0","生态环境局浦江分局","输入","84112759","浦南  文溪东路329号
","0","http://120.55.56.103:9101/images/5efea4acdfc3f2020_07_035efea4acdfc4c.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efea4b726edc.jpg","7","3/7/2020 11:23:34","10/7/2020 11:23:34","3/7/2020 11:23:34"
"45","137543253590282240","128249823810818048","0","浦江宏盛工艺有限公司","输入","13906791280","开发区金垒大道188号
","0","http://120.55.56.103:9101/images/5efebd20e17972020_07_035efebd20e17a3.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efebd234bc09.jpg","7","3/7/2020 13:07:47","10/7/2020 13:07:47","3/7/2020 13:07:47"
"46","137543718784733184","128887783275126785","0","浦江县柴火坊餐厅","输入","18957996177","浦阳铜桥村毛桥148号
","0","http://120.55.56.103:9101/images/5efebd901d8682020_07_035efebd901d874.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efebd9241c2c.jpg","7","3/7/2020 13:09:37","10/7/2020 13:09:37","3/7/2020 13:09:37"
"47","137544417484480512","128887783275126785","0","浦江县韩悦温泉酒店有限公司","输入","13735792656","浦阳  翠湖路2-18号
","0","http://120.55.56.103:9101/images/5efebe36c6a772020_07_035efebe36c6a83.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efebe38ca281.jpg","7","3/7/2020 13:12:24","10/7/2020 13:12:24","3/7/2020 13:12:24"
"48","137544835597869056","128887783275126785","0","浦江县滨松烤肉店（牛太郎)","输入","18757942008","浦阳  环城东路176号
","0","http://120.55.56.103:9101/images/5efebe9a1b5ee2020_07_035efebe9a1b5fa.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efebe9c7a1b3.jpg","4","3/7/2020 13:14:04","7/7/2020 13:14:04","3/7/2020 13:14:04"
"49","137545530531127296","131088865338331137","0","浦江轩悦中餐厅","输入","18257061333","黄宅  浦义路99号
","0","http://120.55.56.103:9101/images/5efebf4017c962020_07_035efebf4017ca1.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efebf423441c.jpg","2","3/7/2020 13:16:49","5/7/2020 13:16:49","3/7/2020 13:16:49"
"50","137547031634776064","128887783275126785","0","浦江县钱源餐饮服务有限公司","输入","15258951022","浦阳  翠湖路688号
","0","http://120.55.56.103:9101/images/5efec0a1393ab2020_07_035efec0a1393ba.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efec0a81ab41.jpg","7","3/7/2020 13:22:47","10/7/2020 13:22:47","3/7/2020 13:22:47"
"51","137547476847562752","128887783275126785","0","浦江兴丰客","输入","18867176081","浦阳  和平北路96号","0","http://120.55.56.103:9101/images/5efec10fdb6d62020_07_035efec10fdb6e3.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efec155b0876.jpg","1","3/7/2020 13:24:33","4/7/2020 13:24:33","3/7/2020 13:24:33"
"52","137548080143671296","128249823810818048","0","浦江兴丰客","输入","18867179507","中山南路22号
","0","http://120.55.56.103:9101/images/5efec19ec98f22020_07_035efec19ec98fe.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efec1a21105d.jpg","1","3/7/2020 13:26:57","4/7/2020 13:26:57","3/7/2020 13:26:57"
"53","137548839400775680","128249823810818048","0","浦江澳门豆捞餐饮有限公司","输入","13506587197","浦阳  中山南路8号
","0","http://120.55.56.103:9101/images/5efec254cad242020_07_035efec254cad2f.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efec25710c10.jpg","4","3/7/2020 13:29:58","7/7/2020 13:29:58","3/7/2020 13:29:58"
"54","137549245572980736","128249823810818048","0","浦江县浦阳新重氏老重庆火锅店","输入","13484093360","浦阳  江滨东路7号
","0","http://120.55.56.103:9101/images/5efec2b609fe02020_07_035efec2b609fec.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efec2b7e6a8d.jpg","1","3/7/2020 13:31:35","4/7/2020 13:31:35","3/7/2020 13:31:35"
"55","137549658309271552","128887783275126785","0","浦阳好得火锅","输入","13484093360","浦阳  人民西路29号1967文创园
","0","http://120.55.56.103:9101/images/5efec317d55e82020_07_035efec317d55f4.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efec31a5b9bb.jpg","1","3/7/2020 13:33:14","4/7/2020 13:33:14","3/7/2020 13:33:14"
"56","137550049218404352","128887783275126785","0","隔壁妈妈","输入","13566957993","浦阳  新华东路48号
","0","http://120.55.56.103:9101/images/5efec375d90382020_07_035efec375d9044.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efec377803a2.jpg","7","3/7/2020 13:34:47","10/7/2020 13:34:47","3/7/2020 13:34:47"
"57","137550530351210496","128887783275126785","0","隔壁妈妈","输入","18757985096","浦阳  文创园
","0","http://120.55.56.103:9101/images/5efec3e668f3c2020_07_035efec3e668f48.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efec3ea3e5c9.jpg","7","3/7/2020 13:36:42","10/7/2020 13:36:42","3/7/2020 13:36:42"
"58","137552033195503617","128887783275126785","0","智庆小吃店、项长春小吃店","输入","13735791675","浦阳  新华西路39号.41号
","0","http://120.55.56.103:9101/images/5efec547bce1b2020_07_035efec547bce26.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efec5508e84b.jpg","15","3/7/2020 13:42:40","18/7/2020 13:42:40","3/7/2020 13:42:40"
"59","137552639154991104","128878511887765505","0","云南香辣米线","输入","15257921309"," 福泰隆广场P123.1楼

","0","http://120.55.56.103:9101/images/5efec5df58d0f2020_07_035efec5df58d1b.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efec5e1089dd.jpg","15","3/7/2020 13:45:04","18/7/2020 13:45:04","3/7/2020 13:45:04"
"60","137553293562884096","128249823810818048","0","望仙楼饭店 ","输入","13857915328","浦阳  望仙路134号
","0","http://120.55.56.103:9101/images/5efec676a8daa2020_07_035efec676a8db6.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efec67d0e352.jpg","4","3/7/2020 13:47:40","7/7/2020 13:47:40","3/7/2020 13:47:40"
"61","137597690568515584","128249823810818048","0","凌锋包子","输入","13867947577","浦阳  中山北路32号
","0","http://120.55.56.103:9101/images/5efeefd3df3e42020_07_035efeefd3df3f0.jpg","http://120.55.56.103:9101//mini_app_qrcode/5efeefd61c613.jpg","15","3/7/2020 16:44:05","18/7/2020 16:44:05","3/7/2020 16:44:05"
"64","137937044906192896","128249823810818048","0","7月4","测试","137","测试地址，","0","http://120.55.56.103:9101/images/5f002bde784e22020_07_045f002bde784ee.png","http://120.55.56.103:9101//mini_app_qrcode/5f002be28bf14.jpg","1","4/7/2020 15:12:34","5/7/2020 15:12:34","4/7/2020 15:12:34"
"65","137939047317250048","128887783275126785","0","江西小炒","输入","15988254111","浦阳 南江路一区9号
13606760573
","0","http://120.55.56.103:9101/images/5f002dbce7a772020_07_045f002dbce7a83.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f002dbfe1b03.jpg","10","4/7/2020 15:20:31","14/7/2020 15:20:31","4/7/2020 15:20:31"
"66","137939604098523136","128249823810818048","0","龙居堂","输入","13735715360","浦阳  文宣东路56号
","0","http://120.55.56.103:9101/images/5f002e4334d0e2020_07_045f002e4334d1a.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f002e449c23e.jpg","10","4/7/2020 15:22:44","14/7/2020 15:22:44","4/7/2020 15:22:44"
"67","137939968034086912","128887783275126785","0","馍馍哥","输入","18938705867","浦阳  新华西路35号
","0","http://120.55.56.103:9101/images/5f002e99442f42020_07_045f002e9944300.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f002e9b6da24.jpg","15","4/7/2020 15:24:11","19/7/2020 15:24:11","4/7/2020 15:24:11"
"68","137940429168451584","128249823810818048","0","益条条过桥米线","输入","84114688","浦阳  中山南路1-6号
","0","http://120.55.56.103:9101/images/5f002f042ea682020_07_045f002f042ea8b.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f002f095e1ad.jpg","15","4/7/2020 15:26:01","19/7/2020 15:26:01","4/7/2020 15:26:01"
"69","137940745976819712","128249823810818048","0","瘦子饺子店","输入","18858940675","浦阳  中山南路1-7号
","0","http://120.55.56.103:9101/images/5f002f52b545c2020_07_045f002f52b5468.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f002f54d9415.jpg","15","4/7/2020 15:27:16","19/7/2020 15:27:16","4/7/2020 15:27:16"
"70","137941129298456576","128249823810818048","0","浙江省浦江经济开发区管理委员会","输入","1","开发区  亚太大道569号
","0","http://120.55.56.103:9101/images/5f002fa92b0d72020_07_045f002fa92b0e2.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f002fb054ab3.jpg","7","4/7/2020 15:28:48","11/7/2020 15:28:48","4/7/2020 15:28:48"
"71","137941400384712704","128887783275126785","0","吉鼎煌火锅店","输入","13868913890","浦阳  翠湖路18号
","0","http://120.55.56.103:9101/images/5f002feebeb462020_07_045f002feebeb52.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f002ff0e22de.jpg","7","4/7/2020 15:29:52","11/7/2020 15:29:52","4/7/2020 15:29:52"
"72","137941695810514944","128878511887765505","0","杰灵铜压铸有限公司","输入","13758942903","开发区  一点红大道966号-3
","0","http://120.55.56.103:9101/images/5f003034bb6ba2020_07_045f003034bb6c5.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f00303758efb.jpg","10","4/7/2020 15:31:03","14/7/2020 15:31:03","4/7/2020 15:31:03"
"73","137944399345623040","128249823810818048","0","本塘酸菜鱼","输入","15958439904","浦南  东方和园
","0","http://120.55.56.103:9101/images/5f00309f8f2372020_07_045f00309f8f24b.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f0032bbe2a18.jpg","15","4/7/2020 15:41:47","19/7/2020 15:41:47","4/7/2020 15:41:47"
"74","137947130722525184","128887783275126785","0","浦江县民政局","输入","1","浦阳  环城西路182号
","0","http://120.55.56.103:9101/images/5f00353f9d3e22020_07_045f00353f9d3ee.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f0035472775e.jpg","10","4/7/2020 15:52:38","14/7/2020 15:52:38","4/7/2020 15:52:38"
"75","137947484705005568","128249823810818048","0","浦江县市场监督管理局","输入","13958478095","浦阳
","0","http://120.55.56.103:9101/images/5f00358e2c1bc2020_07_045f00358e2c1c8.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f00359b8c3cb.jpg","10","4/7/2020 15:54:03","14/7/2020 15:54:03","4/7/2020 15:54:03"
"76","137947990504513536","128887783275126785","0","浙江省浦江县中医院","输入","13857911932","浦阳 新华西路1号
","0","http://120.55.56.103:9101/images/5f00360c84c102020_07_045f00360c84c1c.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f00361429822.jpg","7","4/7/2020 15:56:03","11/7/2020 15:56:03","4/7/2020 15:56:03"
"77","137948401655357440","128249823810818048","0","浦江县人民政府浦阳街道办事处","输入","1","浦阳 江滨中路58号
","0","http://120.55.56.103:9101/images/5f0036738b30e2020_07_045f0036738b31b.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f0036762e82c.jpg","7","4/7/2020 15:57:41","11/7/2020 15:57:41","4/7/2020 15:57:41"
"78","137948706702893056","128887783275126785","0","杨田生态处理中心","输入","1","浦阳
","0","http://120.55.56.103:9101/images/5f0036bd2d7a52020_07_045f0036bd2d7b1.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f0036bf07833.jpg","4","4/7/2020 15:58:54","8/7/2020 15:58:54","4/7/2020 15:58:54"
"79","137949532095782912","128887783275126785","0","兰州拉面","输入","18097486085","浦阳  西山北路143号
","0","http://120.55.56.103:9101/images/5f00378129d5b2020_07_045f00378129d67.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f003783c1191.jpg","15","4/7/2020 16:02:11","19/7/2020 16:02:11","4/7/2020 16:02:11"
"80","137949807812550656","128887783275126785","0","东明牛清汤","输入","15888958321","浦阳  环城西路189号
","0","http://120.55.56.103:9101/images/5f0037c2af5682020_07_045f0037c2af578.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f0037c56d183.jpg","10","4/7/2020 16:03:17","14/7/2020 16:03:17","4/7/2020 16:03:17"
"81","137950127640813568","128878511887765505","14","浙江浦江永进工贸有限公司","输入","88089016","开发区  三禾路118号
","0","http://120.55.56.103:9101/images/5f00380fd66062020_07_045f00380fd661f.jpg","http://120.55.56.103:9101//mini_app_qrcode/5f00683109ef1.jpg","10","4/7/2020 16:04:33","14/7/2020 16:04:33","4/7/2020 16:04:33"
